FID,id,port_id,data_src_c,port_coor_,the_geom,year,portcode,country,portname,vesseltype,tonnage,tonnagesize,nofvessels,gross_tonnage__gt_thousand,tonnageindex,vesselindex
portvessels.fid-4b2aae4e_16e5c9d12f3_-21e7,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Offshore activities vessel,GT7000-7999,From 7 000 to 7 999 gross tonnage,0,0,10,8
portvessels.fid-4b2aae4e_16e5c9d12f3_-21e6,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Offshore activities vessel,GT8000-8999,From 8 000 to 8 999 gross tonnage,0,0,11,8
portvessels.fid-4b2aae4e_16e5c9d12f3_-21e5,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Offshore activities vessel,GT9000-9999,From 9 000 to 9 999 gross tonnage,0,0,12,8
portvessels.fid-4b2aae4e_16e5c9d12f3_-21e4,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Offshore activities vessel,TOTAL,Total,0,0,0,8
portvessels.fid-4b2aae4e_16e5c9d12f3_-21e3,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,"Other type of vessel (dredger, research vessel, other)",GT_GE300000,300 000 gross tonnage or over,0,0,23,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-21e2,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,"Other type of vessel (dredger, research vessel, other)",GT100000-149999,From 100 000 to 149 999 gross tonnage,0,0,19,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-21e1,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,"Other type of vessel (dredger, research vessel, other)",GT10000-19999,From 10 000 to 19 999 gross tonnage,0,0,13,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-21e0,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,"Other type of vessel (dredger, research vessel, other)",GT1000-1999,From 1 000 to 1 999 gross tonnage,0,0,4,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-21df,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,"Other type of vessel (dredger, research vessel, other)",GT150000-199999,From 150 000 to 199 999 gross tonnage,0,0,20,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-21de,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,"Other type of vessel (dredger, research vessel, other)",GT250000-299999,From 250 000 to 299 999 gross tonnage,0,0,22,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-21dd,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,"Other type of vessel (dredger, research vessel, other)",GT30000-39999,From 30 000 to 39 999 gross tonnage,0,0,15,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-21dc,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,"Other type of vessel (dredger, research vessel, other)",GT3000-3999,From 3 000 to 3 999 gross tonnage,0,0,6,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-21db,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Specialised carrier,GT500-999,From 500 to 999 gross tonnage,0,0,3,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-21da,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Passenger ship (excluding cruise ship),GT10000-19999,From 10 000 to 19 999 gross tonnage,0,0,13,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-21d9,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Passenger ship (excluding cruise ship),GT1000-1999,From 1 000 to 1 999 gross tonnage,0,0,4,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-21d8,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Passenger ship (excluding cruise ship),GT100-499,From 100 to 499 gross tonnage,0,0,2,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-21d7,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Passenger ship (excluding cruise ship),GT20000-29999,From 20 000 to 29 999 gross tonnage,0,0,14,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-21d6,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Passenger ship (excluding cruise ship),GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-21d5,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Passenger ship (excluding cruise ship),GT3000-3999,From 3 000 to 3 999 gross tonnage,0,0,6,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-21d4,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Passenger ship (excluding cruise ship),GT5000-5999,From 5 000 to 5 999 gross tonnage,0,0,8,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-21d3,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Passenger ship (excluding cruise ship),GT7000-7999,From 7 000 to 7 999 gross tonnage,0,0,10,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-21d2,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Passenger ship (excluding cruise ship),GT8000-8999,From 8 000 to 8 999 gross tonnage,0,0,11,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-21d1,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Passenger ship (excluding cruise ship),GT9000-9999,From 9 000 to 9 999 gross tonnage,0,0,12,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-21d0,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Passenger ship (excluding cruise ship),TOTAL,Total,0,0,0,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-21cf,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Specialised carrier,GT_GE300000,300 000 gross tonnage or over,0,0,23,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-21ce,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Specialised carrier,GT100000-149999,From 100 000 to 149 999 gross tonnage,0,0,19,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-21cd,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Specialised carrier,GT10000-19999,From 10 000 to 19 999 gross tonnage,0,0,13,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-21cc,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Specialised carrier,GT1000-1999,From 1 000 to 1 999 gross tonnage,0,0,4,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-21cb,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Specialised carrier,GT100-499,From 100 to 499 gross tonnage,0,0,2,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-21ca,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Specialised carrier,GT150000-199999,From 150 000 to 199 999 gross tonnage,0,0,20,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-21c9,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Specialised carrier,GT200000-249999,From 200 000 to 249 999 gross tonnage,0,0,21,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-21c8,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Specialised carrier,GT20000-29999,From 20 000 to 29 999 gross tonnage,0,0,14,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-21c7,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Specialised carrier,GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-21c6,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Specialised carrier,GT250000-299999,From 250 000 to 299 999 gross tonnage,0,0,22,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-21c5,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Specialised carrier,GT30000-39999,From 30 000 to 39 999 gross tonnage,0,0,15,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-21c4,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Specialised carrier,GT3000-3999,From 3 000 to 3 999 gross tonnage,0,0,6,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-21c3,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Specialised carrier,GT40000-49999,From 40 000 to 49 999 gross tonnage,0,0,16,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-21c2,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Specialised carrier,GT50000-79999,From 50 000 to 79 999 gross tonnage,0,0,17,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-21c1,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Specialised carrier,GT5000-5999,From 5 000 to 5 999 gross tonnage,0,0,8,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-21c0,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,GT100000-149999,From 100 000 to 149 999 gross tonnage,0,0,19,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21bf,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,GT10000-19999,From 10 000 to 19 999 gross tonnage,0,0,13,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21be,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,GT1000-1999,From 1 000 to 1 999 gross tonnage,0,0,4,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21bd,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,GT100-499,From 100 to 499 gross tonnage,0,0,2,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21bc,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,GT150000-199999,From 150 000 to 199 999 gross tonnage,0,0,20,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21bb,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,GT20000-29999,From 20 000 to 29 999 gross tonnage,0,0,14,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21ba,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21b9,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,GT30000-39999,From 30 000 to 39 999 gross tonnage,0,0,15,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21b8,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,GT3000-3999,From 3 000 to 3 999 gross tonnage,0,0,6,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21b7,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,GT40000-49999,From 40 000 to 49 999 gross tonnage,0,0,16,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21b6,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,GT4000-4999,From 4 000 to 4 999 gross tonnage,0,0,7,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21b5,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,GT50000-79999,From 50 000 to 79 999 gross tonnage,0,0,17,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21b4,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,GT5000-5999,From 5 000 to 5 999 gross tonnage,0,0,8,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21b3,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,GT500-999,From 500 to 999 gross tonnage,0,0,3,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21b2,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,GT6000-6999,From 6 000 to 6 999 gross tonnage,0,0,9,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21b1,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,GT7000-7999,From 7 000 to 7 999 gross tonnage,0,0,10,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21b0,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,GT80000-99999,From 80 000 to 99 999 gross tonnage,0,0,18,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21af,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,GT8000-8999,From 8 000 to 8 999 gross tonnage,0,0,11,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21ae,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,GT9000-9999,From 9 000 to 9 999 gross tonnage,0,0,12,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21ad,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Total,TOTAL,Total,0,0,0,14
portvessels.fid-4b2aae4e_16e5c9d12f3_-21ac,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Tug and pusher craft,GT1000-1999,From 1 000 to 1 999 gross tonnage,0,0,4,12
portvessels.fid-4b2aae4e_16e5c9d12f3_-21ab,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Tug and pusher craft,GT100-499,From 100 to 499 gross tonnage,0,0,2,12
portvessels.fid-4b2aae4e_16e5c9d12f3_-21aa,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Tug and pusher craft,GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,12
portvessels.fid-4b2aae4e_16e5c9d12f3_-21a9,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Tug and pusher craft,GT500-999,From 500 to 999 gross tonnage,0,0,3,12
portvessels.fid-4b2aae4e_16e5c9d12f3_-21a8,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Tug and pusher craft,TOTAL,Total,0,0,0,12
portvessels.fid-4b2aae4e_16e5c9d12f3_-21a7,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Unknown,GT10000-19999,From 10 000 to 19 999 gross tonnage,0,0,13,13
portvessels.fid-4b2aae4e_16e5c9d12f3_-21a6,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Unknown,GT1000-1999,From 1 000 to 1 999 gross tonnage,0,0,4,13
portvessels.fid-4b2aae4e_16e5c9d12f3_-21a5,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Unknown,GT150000-199999,From 150 000 to 199 999 gross tonnage,0,0,20,13
portvessels.fid-4b2aae4e_16e5c9d12f3_-21a4,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Unknown,GT20000-29999,From 20 000 to 29 999 gross tonnage,0,0,14,13
portvessels.fid-4b2aae4e_16e5c9d12f3_-21a3,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Unknown,GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,13
portvessels.fid-4b2aae4e_16e5c9d12f3_-21a2,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Unknown,GT30000-39999,From 30 000 to 39 999 gross tonnage,0,0,15,13
portvessels.fid-4b2aae4e_16e5c9d12f3_-21a1,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Unknown,GT3000-3999,From 3 000 to 3 999 gross tonnage,0,0,6,13
portvessels.fid-4b2aae4e_16e5c9d12f3_-21a0,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Unknown,GT40000-49999,From 40 000 to 49 999 gross tonnage,0,0,16,13
portvessels.fid-4b2aae4e_16e5c9d12f3_-219f,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Unknown,GT4000-4999,From 4 000 to 4 999 gross tonnage,0,0,7,13
portvessels.fid-4b2aae4e_16e5c9d12f3_-219e,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Unknown,GT50000-79999,From 50 000 to 79 999 gross tonnage,0,0,17,13
portvessels.fid-4b2aae4e_16e5c9d12f3_-219d,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Unknown,GT5000-5999,From 5 000 to 5 999 gross tonnage,0,0,8,13
portvessels.fid-4b2aae4e_16e5c9d12f3_-219c,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Unknown,GT500-999,From 500 to 999 gross tonnage,0,0,3,13
portvessels.fid-4b2aae4e_16e5c9d12f3_-219b,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Unknown,GT7000-7999,From 7 000 to 7 999 gross tonnage,0,0,10,13
portvessels.fid-4b2aae4e_16e5c9d12f3_-219a,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Unknown,GT80000-99999,From 80 000 to 99 999 gross tonnage,0,0,18,13
portvessels.fid-4b2aae4e_16e5c9d12f3_-2199,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Unknown,GT8000-8999,From 8 000 to 8 999 gross tonnage,0,0,11,13
portvessels.fid-4b2aae4e_16e5c9d12f3_-2198,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Unknown,GT9000-9999,From 9 000 to 9 999 gross tonnage,0,0,12,13
portvessels.fid-4b2aae4e_16e5c9d12f3_-2197,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2010,FR_1FRFEC,FR,Fécamp,Unknown,TOTAL,Total,0,0,0,13
portvessels.fid-4b2aae4e_16e5c9d12f3_-2196,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Dry cargo barge,GT3000-3999,From 3 000 to 3 999 gross tonnage,0,0,6,4
portvessels.fid-4b2aae4e_16e5c9d12f3_-2195,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2015,FR_1FRFEC,FR,Fécamp,Dry cargo barge,GT3000-3999,From 3 000 to 3 999 gross tonnage,0,0,6,4
portvessels.fid-4b2aae4e_16e5c9d12f3_-2194,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Dry cargo barge,GT5000-5999,From 5 000 to 5 999 gross tonnage,0,0,8,4
portvessels.fid-4b2aae4e_16e5c9d12f3_-2193,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Container ship,GT100-499,From 100 to 499 gross tonnage,0,0,2,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-2192,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Container ship,GT500-999,From 500 to 999 gross tonnage,0,0,3,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-2191,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Container ship,TOTAL,Total,0,0,0,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-2190,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Cruise ship,GT_GE300000,300 000 gross tonnage or over,0,0,23,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-218f,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Cruise ship,GT10000-19999,From 10 000 to 19 999 gross tonnage,0,0,13,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-218e,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Cruise ship,GT100-499,From 100 to 499 gross tonnage,0,0,2,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-218d,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Cruise ship,GT150000-199999,From 150 000 to 199 999 gross tonnage,0,0,20,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-218c,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Cruise ship,GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-218b,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Cruise ship,GT250000-299999,From 250 000 to 299 999 gross tonnage,0,0,22,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-218a,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Cruise ship,GT3000-3999,From 3 000 to 3 999 gross tonnage,0,0,6,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-2189,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Cruise ship,GT500-999,From 500 to 999 gross tonnage,0,0,3,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-2188,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Dry bulk carrier,GT10000-19999,From 10 000 to 19 999 gross tonnage,0,0,13,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-2187,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Dry bulk carrier,GT1000-1999,From 1 000 to 1 999 gross tonnage,0,0,4,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-2186,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Dry bulk carrier,GT100-499,From 100 to 499 gross tonnage,0,0,2,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-2185,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Dry bulk carrier,GT20000-29999,From 20 000 to 29 999 gross tonnage,0,0,14,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-2184,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Dry bulk carrier,GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-2183,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Dry bulk carrier,GT3000-3999,From 3 000 to 3 999 gross tonnage,0,0,6,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-2182,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Dry bulk carrier,GT4000-4999,From 4 000 to 4 999 gross tonnage,0,0,7,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-2181,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Dry bulk carrier,GT5000-5999,From 5 000 to 5 999 gross tonnage,0,0,8,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-2180,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Dry bulk carrier,GT500-999,From 500 to 999 gross tonnage,0,0,3,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-217f,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Dry bulk carrier,GT7000-7999,From 7 000 to 7 999 gross tonnage,0,0,10,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-217e,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Dry bulk carrier,GT8000-8999,From 8 000 to 8 999 gross tonnage,0,0,11,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-217d,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Dry bulk carrier,GT9000-9999,From 9 000 to 9 999 gross tonnage,0,0,12,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-217c,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Dry cargo barge,GT_GE300000,300 000 gross tonnage or over,0,0,23,4
portvessels.fid-4b2aae4e_16e5c9d12f3_-217b,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Dry cargo barge,GT100000-149999,From 100 000 to 149 999 gross tonnage,0,0,19,4
portvessels.fid-4b2aae4e_16e5c9d12f3_-217a,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Dry cargo barge,GT10000-19999,From 10 000 to 19 999 gross tonnage,0,0,13,4
portvessels.fid-4b2aae4e_16e5c9d12f3_-2179,73,FRFEC,2110,3,POINT (49.764709473 0.364685059000067),2011,FR_1FRFEC,FR,Fécamp,Dry cargo barge,GT1000-1999,From 1 000 to 1 999 gross tonnage,0,0,4,4
