FID,id,port_id,data_src_c,port_coor_,the_geom,year,portcode,country,portname,vesseltype,tonnage,tonnagesize,nofvessels,gross_tonnage__gt_thousand,tonnageindex,vesselindex
portvessels.fid-4b2aae4e_16e5c9d12f3_-46e1,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Container ship,GT100-499,From 100 to 499 gross tonnage,0,0,2,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-46e0,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Container ship,GT500-999,From 500 to 999 gross tonnage,0,0,3,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-46df,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Container ship,TOTAL,Total,0,0,0,1
portvessels.fid-4b2aae4e_16e5c9d12f3_-46de,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT_GE300000,300 000 gross tonnage or over,0,0,23,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46dd,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT100000-149999,From 100 000 to 149 999 gross tonnage,0,0,19,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46dc,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT10000-19999,From 10 000 to 19 999 gross tonnage,0,0,13,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46db,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT1000-1999,From 1 000 to 1 999 gross tonnage,0,0,4,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46da,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT100-499,From 100 to 499 gross tonnage,0,0,2,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46d9,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT150000-199999,From 150 000 to 199 999 gross tonnage,0,0,20,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46d8,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT200000-249999,From 200 000 to 249 999 gross tonnage,0,0,21,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46d7,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT20000-29999,From 20 000 to 29 999 gross tonnage,0,0,14,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46d6,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46d5,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT250000-299999,From 250 000 to 299 999 gross tonnage,0,0,22,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46d4,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT30000-39999,From 30 000 to 39 999 gross tonnage,0,0,15,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46d3,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT3000-3999,From 3 000 to 3 999 gross tonnage,0,0,6,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46d2,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT40000-49999,From 40 000 to 49 999 gross tonnage,0,0,16,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46d1,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT4000-4999,From 4 000 to 4 999 gross tonnage,3,13,7,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46d0,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT50000-79999,From 50 000 to 79 999 gross tonnage,0,0,17,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46cf,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT5000-5999,From 5 000 to 5 999 gross tonnage,0,0,8,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46ce,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT500-999,From 500 to 999 gross tonnage,0,0,3,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46cd,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT7000-7999,From 7 000 to 7 999 gross tonnage,0,0,10,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46cc,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT80000-99999,From 80 000 to 99 999 gross tonnage,0,0,18,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46cb,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT8000-8999,From 8 000 to 8 999 gross tonnage,1,8,11,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46ca,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,GT9000-9999,From 9 000 to 9 999 gross tonnage,0,0,12,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46c9,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Cruise ship,TOTAL,Total,4,21,0,2
portvessels.fid-4b2aae4e_16e5c9d12f3_-46c8,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry bulk carrier,GT_GE300000,300 000 gross tonnage or over,0,0,23,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-46c7,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry bulk carrier,GT10000-19999,From 10 000 to 19 999 gross tonnage,19,232,13,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-46c6,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry bulk carrier,GT100-499,From 100 to 499 gross tonnage,0,0,2,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-46c5,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry bulk carrier,GT150000-199999,From 150 000 to 199 999 gross tonnage,0,0,20,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-46c4,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry bulk carrier,GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-46c3,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry bulk carrier,GT250000-299999,From 250 000 to 299 999 gross tonnage,0,0,22,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-46c2,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry bulk carrier,GT30000-39999,From 30 000 to 39 999 gross tonnage,0,0,15,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-46c1,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry bulk carrier,GT4000-4999,From 4 000 to 4 999 gross tonnage,0,0,7,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-46c0,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry bulk carrier,GT500-999,From 500 to 999 gross tonnage,0,0,3,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-46bf,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry bulk carrier,TOTAL,Total,28,296,0,3
portvessels.fid-4b2aae4e_16e5c9d12f3_-46be,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry cargo barge,GT1000-1999,From 1 000 to 1 999 gross tonnage,0,0,4,4
portvessels.fid-4b2aae4e_16e5c9d12f3_-46bd,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry cargo barge,GT100-499,From 100 to 499 gross tonnage,0,0,2,4
portvessels.fid-4b2aae4e_16e5c9d12f3_-46bc,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry cargo barge,GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,4
portvessels.fid-4b2aae4e_16e5c9d12f3_-46bb,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry cargo barge,GT3000-3999,From 3 000 to 3 999 gross tonnage,0,0,6,4
portvessels.fid-4b2aae4e_16e5c9d12f3_-46ba,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry cargo barge,GT4000-4999,From 4 000 to 4 999 gross tonnage,0,0,7,4
portvessels.fid-4b2aae4e_16e5c9d12f3_-46b9,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry cargo barge,GT5000-5999,From 5 000 to 5 999 gross tonnage,0,0,8,4
portvessels.fid-4b2aae4e_16e5c9d12f3_-46b8,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry cargo barge,GT500-999,From 500 to 999 gross tonnage,0,0,3,4
portvessels.fid-4b2aae4e_16e5c9d12f3_-46b7,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry cargo barge,GT7000-7999,From 7 000 to 7 999 gross tonnage,0,0,10,4
portvessels.fid-4b2aae4e_16e5c9d12f3_-46b6,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry cargo barge,GT8000-8999,From 8 000 to 8 999 gross tonnage,0,0,11,4
portvessels.fid-4b2aae4e_16e5c9d12f3_-46b5,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry cargo barge,GT9000-9999,From 9 000 to 9 999 gross tonnage,0,0,12,4
portvessels.fid-4b2aae4e_16e5c9d12f3_-46b4,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Dry cargo barge,TOTAL,Total,0,0,0,4
portvessels.fid-4b2aae4e_16e5c9d12f3_-46b3,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,"General cargo, non-specialised",TOTAL,Total,1302,33820,0,6
portvessels.fid-4b2aae4e_16e5c9d12f3_-46b2,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT_GE300000,300 000 gross tonnage or over,0,0,23,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-46b1,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT100000-149999,From 100 000 to 149 999 gross tonnage,0,0,19,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-46b0,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT10000-19999,From 10 000 to 19 999 gross tonnage,0,0,13,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-46af,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT1000-1999,From 1 000 to 1 999 gross tonnage,0,0,4,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-46ae,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT100-499,From 100 to 499 gross tonnage,0,0,2,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-46ad,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT150000-199999,From 150 000 to 199 999 gross tonnage,0,0,20,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-46ac,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT200000-249999,From 200 000 to 249 999 gross tonnage,0,0,21,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-46ab,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT20000-29999,From 20 000 to 29 999 gross tonnage,0,0,14,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-46aa,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-46a9,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT250000-299999,From 250 000 to 299 999 gross tonnage,0,0,22,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-46a8,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT30000-39999,From 30 000 to 39 999 gross tonnage,0,0,15,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-46a7,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT3000-3999,From 3 000 to 3 999 gross tonnage,0,0,6,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-46a6,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT40000-49999,From 40 000 to 49 999 gross tonnage,0,0,16,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-46a5,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT4000-4999,From 4 000 to 4 999 gross tonnage,0,0,7,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-46a4,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT50000-79999,From 50 000 to 79 999 gross tonnage,0,0,17,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-46a3,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT5000-5999,From 5 000 to 5 999 gross tonnage,0,0,8,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-46a2,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT500-999,From 500 to 999 gross tonnage,0,0,3,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-46a1,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT7000-7999,From 7 000 to 7 999 gross tonnage,0,0,10,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-46a0,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT80000-99999,From 80 000 to 99 999 gross tonnage,0,0,18,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-469f,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT8000-8999,From 8 000 to 8 999 gross tonnage,0,0,11,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-469e,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,GT9000-9999,From 9 000 to 9 999 gross tonnage,0,0,12,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-469d,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Liquid bulk tanker,TOTAL,Total,0,0,0,7
portvessels.fid-4b2aae4e_16e5c9d12f3_-469c,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Offshore activities vessel,GT_GE300000,300 000 gross tonnage or over,0,0,23,8
portvessels.fid-4b2aae4e_16e5c9d12f3_-469b,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Offshore activities vessel,GT10000-19999,From 10 000 to 19 999 gross tonnage,0,0,13,8
portvessels.fid-4b2aae4e_16e5c9d12f3_-469a,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Offshore activities vessel,GT200000-249999,From 200 000 to 249 999 gross tonnage,0,0,21,8
portvessels.fid-4b2aae4e_16e5c9d12f3_-4699,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Offshore activities vessel,GT20000-29999,From 20 000 to 29 999 gross tonnage,0,0,14,8
portvessels.fid-4b2aae4e_16e5c9d12f3_-4698,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Offshore activities vessel,GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,8
portvessels.fid-4b2aae4e_16e5c9d12f3_-4697,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,"Other type of vessel (dredger, research vessel, other)",GT10000-19999,From 10 000 to 19 999 gross tonnage,0,0,13,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-4696,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,"Other type of vessel (dredger, research vessel, other)",GT1000-1999,From 1 000 to 1 999 gross tonnage,0,0,4,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-4695,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,"Other type of vessel (dredger, research vessel, other)",GT100-499,From 100 to 499 gross tonnage,0,0,2,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-4694,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,"Other type of vessel (dredger, research vessel, other)",GT20000-29999,From 20 000 to 29 999 gross tonnage,0,0,14,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-4693,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,"Other type of vessel (dredger, research vessel, other)",GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-4692,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,"Other type of vessel (dredger, research vessel, other)",GT3000-3999,From 3 000 to 3 999 gross tonnage,0,0,6,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-4691,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,"Other type of vessel (dredger, research vessel, other)",GT4000-4999,From 4 000 to 4 999 gross tonnage,0,0,7,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-4690,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,"Other type of vessel (dredger, research vessel, other)",GT500-999,From 500 to 999 gross tonnage,0,0,3,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-468f,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,"Other type of vessel (dredger, research vessel, other)",GT7000-7999,From 7 000 to 7 999 gross tonnage,0,0,10,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-468e,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,"Other type of vessel (dredger, research vessel, other)",GT8000-8999,From 8 000 to 8 999 gross tonnage,0,0,11,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-468d,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,"Other type of vessel (dredger, research vessel, other)",GT9000-9999,From 9 000 to 9 999 gross tonnage,0,0,12,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-468c,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,"Other type of vessel (dredger, research vessel, other)",TOTAL,Total,0,0,0,9
portvessels.fid-4b2aae4e_16e5c9d12f3_-468b,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Passenger ship (excluding cruise ship),GT_GE300000,300 000 gross tonnage or over,0,0,23,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-468a,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Passenger ship (excluding cruise ship),GT100000-149999,From 100 000 to 149 999 gross tonnage,0,0,19,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-4689,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Passenger ship (excluding cruise ship),GT10000-19999,From 10 000 to 19 999 gross tonnage,0,0,13,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-4688,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Passenger ship (excluding cruise ship),GT100-499,From 100 to 499 gross tonnage,0,0,2,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-4687,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Passenger ship (excluding cruise ship),GT150000-199999,From 150 000 to 199 999 gross tonnage,0,0,20,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-4686,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Passenger ship (excluding cruise ship),GT200000-249999,From 200 000 to 249 999 gross tonnage,0,0,21,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-4685,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Passenger ship (excluding cruise ship),GT20000-29999,From 20 000 to 29 999 gross tonnage,0,0,14,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-4684,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Passenger ship (excluding cruise ship),GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-4683,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Passenger ship (excluding cruise ship),GT500-999,From 500 to 999 gross tonnage,0,0,3,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-4682,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Passenger ship (excluding cruise ship),TOTAL,Total,0,0,0,10
portvessels.fid-4b2aae4e_16e5c9d12f3_-4681,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Specialised carrier,GT10000-19999,From 10 000 to 19 999 gross tonnage,0,0,13,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-4680,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Specialised carrier,GT1000-1999,From 1 000 to 1 999 gross tonnage,0,0,4,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-467f,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Specialised carrier,GT100-499,From 100 to 499 gross tonnage,0,0,2,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-467e,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Specialised carrier,GT20000-29999,From 20 000 to 29 999 gross tonnage,0,0,14,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-467d,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Specialised carrier,GT2000-2999,From 2 000 to 2 999 gross tonnage,0,0,5,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-467c,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Specialised carrier,GT30000-39999,From 30 000 to 39 999 gross tonnage,0,0,15,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-467b,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Specialised carrier,GT3000-3999,From 3 000 to 3 999 gross tonnage,0,0,6,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-467a,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Specialised carrier,GT4000-4999,From 4 000 to 4 999 gross tonnage,0,0,7,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-4679,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Specialised carrier,GT5000-5999,From 5 000 to 5 999 gross tonnage,0,0,8,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-4678,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Specialised carrier,GT7000-7999,From 7 000 to 7 999 gross tonnage,0,0,10,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-4677,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Specialised carrier,GT8000-8999,From 8 000 to 8 999 gross tonnage,0,0,11,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-4676,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Specialised carrier,GT9000-9999,From 9 000 to 9 999 gross tonnage,0,0,12,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-4675,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Specialised carrier,TOTAL,Total,0,0,0,11
portvessels.fid-4b2aae4e_16e5c9d12f3_-4674,69,FRCFR,2109,1,POINT (49.183898926 -0.352478026999961),2006,FR_1FRCFR,FR,Caen,Total,GT_GE300000,300 000 gross tonnage or over,0,0,23,14
